#input
r(A),H1-H1,H1-H2,H1-O,H2-H1,H2-H2,H2-O,O-H1,O-H2,O-O
1.21875,-0.00062932035316976,-0.000629098823353047,-0.0005621331040401856,-0.0006292658443385335,-0.0006290075655641658,-0.0005623225915485364,-0.0005624453517611983,-0.0005628524251051203,-0.0009567306510120943
1.28125,-0.0004400675806977006,-0.0004398636639848519,-0.0003039783819076547,-0.00044001171747254375,-0.00043977321251986723,-0.0003041455411505467,-0.00030426763217406005,-0.000304647547636705,-0.0004854614869600482
1.34375,-0.0002353776068417801,-0.00023519125265636376,-0.000050170390068160486,-0.0002353212225614243,-0.00023510222335687558,-0.00005031415321354871,-0.00005043529330350793,-0.00005078713550688008,-0.00002811849896033891
1.40625,0.00008174492459289695,0.00008191301627391567,0.00019347347939913107,0.00008179950977194039,0.00008199863857072387,0.00019335319652213911,0.00019323349502542442,0.00019291067003734952,0.00040144093139815595
1.46875,0.000906497318055699,0.0009066460921260955,0.0004208721835112783,0.0009065484146688618,0.0009067265469440144,0.00042077441736410037,0.0004206570731781767,0.00042036371335996137,0.0007897316534979382
1.53125,0.0033985695155038798,0.0033986960713079384,0.0007811223121763078,0.0033986147503028974,0.0033987688370942237,0.000781045708123429,0.0007809319210423382,0.0007806684104281203,0.0011225932526883753
1.59375,0.010103148633390902,0.01010324545473651,0.02818995325611695,0.010103183838815255,0.010103306213409269,0.028189938224599587,0.02818981781446439,0.028189673727482045,0.0013920264512137237
1.65625,0.025258172563034975,0.025258228144750206,0.3141992408489642,0.02525819160003806,0.025258270107045178,0.3141996355445116,0.314199415174258,0.31420013428997606,0.0015944879718574612
1.71875,0.054185585439988415,0.054185585957391424,0.8380776115335493,0.054185582087839634,0.05418560156866192,0.8380786102516851,0.8380782395677926,0.8380802348574008,0.0017338278975955745
1.78125,0.10165795811406753,0.10165789257170843,1.058369311526988,0.10165792725926792,0.1016578752021502,1.058370443460646,1.0583700398575928,1.058372293501094,0.0018172524778776733
1.84375,0.16989800345324824,0.16989786896141368,0.9415750302877939,0.16989794456578977,0.16989781664791792,0.9415759493723783,0.9415755899489824,0.9415773465681099,0.0018554204571898936
1.90625,0.2573966258584264,0.25739643051157657,0.7395952419526282,0.25739654392432243,0.2573963471824854,0.7395959170642641,0.7395956111371333,0.739596814476073,0.0018570073322621283
1.96875,0.3590515881352587,0.3590513507589037,0.5778890169714117,0.35905149340722886,0.3590512465847553,0.577889509498803,0.5778892551195867,0.5778900653219665,0.0018295658191789244
2.03125,0.4676977113052203,0.46769745685833186,0.4726951274609661,0.46769761593633774,0.4676973447992552,0.47269549110653486,0.4726952870797021,0.4726958431756003,0.0017761718451652087
2.09375,0.5758731008116911,0.5758728547058496,0.4100386463154848,0.5758730168785675,0.5758727479896706,0.4100389158252824,0.41003875979447457,0.4100391487524746,0.0016987936816974525
2.15625,0.6776629282854358,0.6776627119878142,0.37593563818965947,0.6776628648669316,0.6776626213742247,0.3759358355108162,0.3759357235257852,0.3759359967810667,0.0015963400424823249
2.21875,0.7693235960036517,0.7693234250148677,0.36147615125342725,0.7693235586121148,0.7693233576543719,0.36147629041582263,0.3614762185284235,0.36147640609169684,0.0014689337550350956
2.28125,0.8492449753470552,0.849244859507543,0.36170748031904054,0.8492449664870989,0.8492448193536575,0.3617075705652013,0.3617075354309236,0.36170765440037655,0.0013159919344616355
2.34375,0.9170586693467015,0.9170586129676153,0.374076444012303,0.9170586892674351,0.9170586015929345,0.3740764912027146,0.3740764905201246,0.37407654993006645,0.001140280595279819
2.40625,0.9735843913634881,0.9735843940228293,0.3973757279204193,0.9735844381946777,0.9735844105873852,0.3973757351616314,0.3973757678989074,0.39737577132486024,0.0009441165043710953
2.46875,1.020115254781473,1.0201153132021048,0.4311588473370307,1.020115325903653,1.0201153558688958,0.43115881585522686,0.43115888215443476,0.4311588290660069,0.0007475798439315895
2.53125,1.053683619857388,1.0536837313649983,0.4753427044758354,1.0536837188624375,1.0536838044312802,0.47534263473760063,0.4753427351583923,0.4753426229835753,0.001755808407637005
2.59375,1.0608060358385458,1.0608061787596341,0.5299004921586032,1.060806159259819,1.060806279623101,0.5299003842014258,0.5299005194830642,0.5299003446137647,0.024937343002960688
2.65625,1.0421716223095387,1.0421717509337896,0.5945379213892323,1.042171740418162,1.0421718503444737,0.5945377752766774,0.5945379458084403,0.5945377052338188,0.17314017180078167
2.71875,1.0183916711208738,1.0183917636153623,0.6684541963406048,1.0183917629261359,1.018391840339845,0.6684540130616625,0.6684542183620579,0.6684539106266243,0.5997174536876173
2.78125,1.0018747181534025,1.0018747783298991,0.7501614357509823,1.0018747821699066,1.0018748304116585,0.7501612175249761,0.7501614558422034,0.7501610824733831,1.2927705504491769
2.84375,0.9940546855589716,0.994054722929981,0.8375087555998846,0.9940547268731308,0.994054755067495,0.8375085058855802,0.8375087741904963,0.8375083402089842,2.017385643195354
2.90625,0.9925269199487659,0.9925269413772284,0.9278195533331939,0.9925269433659665,0.9925269581040013,0.9278192769127998,0.9278195710603825,0.9278190847995091,2.5241515486519006
2.96875,0.995427582183595,0.9954275913439332,1.0174168771683583,0.9954275908647858,0.9954275956216989,1.0174165810757785,1.0174168926634621,1.0174163681168835,2.7231867384425357
3.03125,1.0016450663933298,1.0016450648129762,1.099287341635815,1.0016450623227655,1.0016450584482186,1.099287039870859,1.0992873434815778,1.0992868100849762,2.668557952006779
3.09375,1.0106973286928849,1.0106973167287236,1.1679060961989904,1.0106973130843997,1.010697300742848,1.1679058057920315,1.1679060691551513,1.1679055627218986,2.4658990564358305
3.15625,1.0220657918581253,1.0220657693506752,1.225832649940422,1.0220657656017131,1.022065744406028,1.2258323794261088,1.2258325923189872,1.2258321305263138,2.2056364448713026
3.21875,1.0352394071569861,1.0352393738697039,1.2771857456487226,1.0352393709966634,1.035239340445127,1.2771854956731872,1.2771856661702898,1.27718525092574,1.944757630369267
3.28125,1.049519287928863,1.0495192438117193,1.3237465679310674,1.0495192426881523,1.0495192024247828,1.323746336403822,1.3237464770473721,1.323746105433834,1.7108783988576306
3.34375,1.0641980364086336,1.0641979815884284,1.3659496758024403,1.0641979829666681,1.0641979328056266,1.3659494605206461,1.365949582105216,1.3659492512715161,1.513490215111105
3.40625,1.0784011756812255,1.07840111028451,1.4040389731945169,1.0784011149379822,1.0784010546753322,1.404038772764551,1.4040388831977637,1.4040385914381162,1.3520692486391255
3.46875,1.0913199898057506,1.0913199139736385,1.4377503622168106,1.0913199226681556,1.0913198521639238,1.4377501785101146,1.4377502801494373,1.4377500292153087,1.222217770387374
3.53125,1.1023154340779087,1.1023153485701052,1.464592101190128,1.1023153617633135,1.1023152815184538,1.4645919453254521,1.4645920288198724,1.4645918299081018,1.118641352198324
3.59375,1.1111065106691633,1.1111064174748861,1.4768216619019299,1.1111064349820943,1.111106346794564,1.476821559197269,1.4768215994577147,1.4768214781087678,1.0367304412106648
3.65625,1.1175402178405172,1.1175401203192905,1.4631682331748976,1.1175401412411183,1.1175400483160445,1.463168210210391,1.4631681807080739,1.4631681629863138,0.9725135736601231
3.71875,1.1215259188594935,1.1215258213576398,1.4181271715808847,1.1215258442451415,1.121525750843574,1.4181272330355483,1.4181271289584814,1.4181272175833186,0.9227126104248242
3.78125,1.1228994433647976,1.1228993506323839,1.348160460045463,1.1228993737535617,1.1228992845781605,1.3481605847461324,1.3481604267539709,1.3481605970057657,0.8845076570506336
3.84375,1.121541505893795,1.1215414225412026,1.2669501139547208,1.1215414441227018,1.1215413637601657,1.2669502716188035,1.2669500890681533,1.266950306385219,0.8556242666072507
3.90625,1.1174911465310338,1.117491076177778,1.1870241930978551,1.1174910946962306,1.1174910267875227,1.1870243595963288,1.1870241755631525,1.1870244117422644,0.8341833035327539
3.96875,1.111225566986942,1.1112255115505434,1.1157041565042718,1.1112255260635742,1.1112254725821593,1.115704318216011,1.1157041453825585,1.115704383459999,0.8188081023715199
4.03125,1.1032747393732691,1.103274699628006,1.0556064808314716,1.1032747097370894,1.1032746715307127,1.0556066320974296,1.0556064754166457,1.055606707177212,0.8084605817134474
4.09375,1.093888316861225,1.0938882932185443,1.0065898354613338,1.0938882987645044,1.0938882763144804,1.0065899750122895,1.0065898352699492,1.0065900575193893,0.8023273110390932
4.15625,1.0830994029770977,1.0830993956508763,0.9673688219655503,1.0830993966257232,1.0830993901998376,0.9673689503777965,0.9673688267155569,0.9673690385714835,0.7996415034501041
4.21875,1.070933771796465,1.070933780765646,0.9364111538536051,1.070933777211497,1.070933786837923,0.93641127224857,0.9364111633912557,0.9364113648665082,0.7997336900583605
4.28125,1.057422322579015,1.0574223475171074,0.9123349916108126,1.0574223395951705,1.0574223649875094,0.9123351010622969,0.912335005852384,0.9123351971780522,0.8019670862332191
4.34375,1.0426436119859375,1.0426436521614662,0.8939968591441456,1.0426436401710184,1.0426436806347112,0.8939969604590132,0.8939968779760576,0.893997059307317,0.8057928208058485
4.40625,1.0267347412563375,1.0267347953545354,0.8804269852999056,1.0267347797210817,1.0267348339753077,0.8804270789155737,0.8804270084583976,0.8804271795733243,0.8107210865530163
4.46875,1.010052591125877,1.0100526568578871,0.8707086951544909,1.0100526381265382,1.0100527039144502,0.870708781047,0.8707087220589145,0.8707088820182136,0.8164789387433729
4.53125,0.9933148513805321,0.9933149252531308,0.8639438385349294,0.9933149040662954,0.9933149779220081,0.863943916098016,0.8639438682047427,0.8639440150535549,0.8231405238301619
4.59375,0.9775837913608925,0.9775838692398402,0.8593535978943407,0.9775838462724451,0.9775839240877815,0.8593536660930425,0.8593536290425448,0.8593537599963952,0.8311708251805925
4.65625,0.9638616788242302,0.963861757064933,0.8564302732917284,0.963861732970912,0.9638618111240156,0.856430330913291,0.8564303045090824,0.8564304165547583,0.8410317286639355
4.71875,0.9527255063876332,0.9527255825366794,0.8549830468809674,0.9527255579075167,0.9527256339613963,0.854983092858987,0.854983076872891,0.8549831675184478,0.8528357692699302
4.78125,0.9442377391136709,0.9442378118125632,0.8550634254177254,0.944237787173904,0.9442378597796015,0.8550634590825936,0.8550634532171415,0.8550635209376196,0.8662551162141625
4.84375,0.9381512438348416,0.9381513123527512,0.85682565222546,0.9381512881752307,0.9381513566081772,0.8568256733807615,0.8568256772019396,0.8568257215974242,0.8807800747694472
4.90625,0.9341003522450393,0.9341004160730861,0.8604226493161988,0.9341003927931233,0.9341004565504498,0.8604226582632108,0.8604226711443417,0.8604226928393928,0.8959186273881556
4.96875,0.9317421508889794,0.9317422095342387,0.865967672591502,0.9317421875609533,0.9317422461558387,0.8659676701011918,0.8659676911596819,0.865967691630452,0.911350919143203
5.03125,0.9307843390306125,0.9307843919562373,0.8735359627800463,0.9307843716791027,0.9307844245692216,0.8735359499730677,0.8735359781086416,0.8735359593982608,0.9269175174534041
5.09375,0.9310042684233686,0.9310043150518439,0.8831315328456739,0.9310042968334287,0.9310043434446804,0.8831315109797657,0.8831315450479806,0.8831315094164012,0.9426264324028182
5.15625,0.9322215915310181,0.9322216312846301,0.8946441920928123,0.9322216154678777,0.9322216552170346,0.8946441623647203,0.8946442013492941,0.8946441509828844,0.9585855057344759
5.21875,0.9342988421372915,0.9342988744669043,0.9078413025255898,0.9342988613666989,0.9342988937019641,0.9078412660430146,0.9078413090671944,0.9078412460015812,0.9749997314826402
5.28125,0.9371190449939277,0.9371190694067728,0.9224090046032813,0.9371190593097829,0.9371190837358903,0.9224089624341687,0.9224090087025232,0.9224089348725286,0.9921130214593745
5.34375,0.9405991495719945,0.9405991656650698,0.937993800905879,0.9405991588050746,0.9405991749171996,0.9379937541383825,0.9379938028426196,0.937993720176074,1.010191748300187
5.40625,0.9446844674351027,0.9446844749421679,0.9542301669180375,0.9446844714851039,0.9446844790137767,0.9542301166852312,0.9542301669623896,0.9542300774356605,1.029392411482931
5.46875,0.949362465420343,0.9493624642657679,0.970745406001754,0.9493624642709406,0.9493624631390709,0.9707453534840624,0.970745404390982,0.9707453100629166,1.0495916545413309
5.53125,0.9546363096999642,0.9546363000399865,0.9871644280863023,0.954636303451462,0.9546362938141897,0.9871643744899998,0.9871644250216534,0.9871643280235816,1.0701240362455735
5.59375,0.9605100190246958,0.9605100012740309,1.0031133428716288,0.9605100079186037,0.9605099901900367,1.0031132893964951,1.0031133385109356,1.0031132410241739,1.089689552566952
5.65625,0.966953915194054,0.9669538900104264,1.0182320794330337,0.966953899616982,0.9669538744538748,1.018232027239243,1.0182320738950779,1.0182319781097675,1.1064842722269077
5.71875,0.9739033947021234,0.9739033629415736,1.032183974706868,0.9739033751671435,0.9739033434254338,1.0321839248954987,1.0321839680771063,1.0321838761514783,1.1186611086630904
5.78125,0.9812491039157649,0.9812490665816682,1.0446711242183184,0.9812490810349175,0.9812490437176322,1.0446710778074006,1.04467111656772,1.044671030563535,1.124842999948001
5.84375,0.9888534991406281,0.9888534573385286,1.0554459247311883,0.9888534735931813,0.9888534318056372,1.0554458826333715,1.05544591614035,1.0554458379459248,1.1245320935969545
5.90625,0.9965494581428658,0.9965494130404089,1.064324931773001,0.9965494306518643,0.9965493855618597,1.0643248947655835,1.0643249223590843,1.0643248536026846,1.1181659324390125
5.96875,1.004158306609007,1.0041582594043277,1.071191956294065,1.0041582779154083,1.004158230721096,1.0711919249874526,1.071191946232645,1.0711918881996283,1.1069276692012835
6.03125,1.0114915148751678,1.011491466770611,1.0759970628106785,1.011491485721482,1.011491437625434,1.075997037644342,1.0759970523483204,1.0759970059305957,1.0923656856603827
6.09375,1.0183705263092442,1.018370478487654,1.0787446854478233,1.018370497419518,1.0183704496049657,1.0787446666847487,1.078744674876205,1.0787446405746266,1.0760638607585093
6.15625,1.0246272812474402,1.0246272348488965,1.0794826283523378,1.0246272533151064,1.0246272069214832,1.0794826161048405,1.079482617992312,1.0794825959322836,1.0593801933179208
6.21875,1.030118340497527,1.0301182965946971,1.0782876911324735,1.0301183141655557,1.030118270266776,1.0782876853803316,1.0782876812946256,1.0782876712793907,1.043350366865937
6.28125,1.0347208723404187,1.0347208319147434,1.0752592933887328,1.0347208481916965,1.0347208077696024,1.0752592939954688,1.075259284349272,1.0752592859006604,1.0286569740788565
6.34375,1.0383433836919185,1.0383433476113666,1.070517896180398,1.038343362232789,1.0383433261554273,1.0705179028850438,1.0705178881568287,1.0705179005427503,1.0156906315515002
6.40625,1.0409207303038333,1.0409206992981233,1.0642181507282906,1.0409207119556019,1.0409206809522509,1.064218163115445,1.0642181438746228,1.064218166099554,1.0046025672245449
6.46875,1.0424232326717267,1.042423207313135,1.0565666089188284,1.042423217756193,1.0424231923999816,1.0565666263717723,1.0565666033171581,1.0565666341162867,0.9953880400143902
6.53125,1.0428506214433657,1.0428506021300237,1.0478396434762551,1.042850610178263,1.0428505908667471,1.047839665156964,1.0478396391497924,1.0478396769901224,0.9879312520952652
6.59375,1.042238604446604,1.0422385913904115,1.0383819266574115,1.0422385969360253,1.0422385838808825,1.0383819515324184,1.038381923575308,1.038381966719097,0.9820646767404568
6.65625,1.0406504858416028,1.0406504790633608,1.0285852180692956,1.0406504820793216,1.0406504753016446,1.0285852449887862,1.0285852161632327,1.0285852627727188,0.9775896278581016
6.71875,1.0381799131855587,1.0381799125207305,1.0188471175693827,1.0381799130561653,1.0381799123919588,1.018847145378242,1.0188471167445918,1.0188471650200057,0.9743111305484575
6.78125,1.0349393482910187,1.0349393534044733,1.0095291189115692,1.0349393515821586,1.034939356696194,1.0095291465539944,1.0095291190605735,1.009529167361407,0.9720397730047239
6.84375,1.0310595300211496,1.0310595404310394,1.0009222835526685,1.0310595364347837,1.0310595468452508,1.000922310146752,1.0009222845623427,1.0009223314944116,0.9706102059137365
6.90625,1.0266771622121968,1.0266771773168983,0.9932326568805969,1.0266771713837528,1.026677186488902,0.9932326817490846,0.9932326586395099,0.9932327030889425,0.9698728312921645
6.96875,1.021934704628638,1.0219347237369405,0.9865809376962211,1.0219347161426722,1.0219347352513033,0.9865809603634794,0.986580940095866,0.9865809812259663,0.9697047994063226
7.03125,1.016970529008665,1.0169705513700844,0.9810156586372223,1.016970542416379,1.0169705647781058,0.9810156788012456,0.981015661573867,0.981015698792099,0.9699990148856728
7.09375,1.0119208334492722,1.0119208582807673,0.9765290941498144,1.0119208482822124,1.0119208731139953,0.9765291116479631,0.9765290975224517,0.9765291304397614,0.9706731219489839
7.15625,1.0069123843314056,1.0069124108422045,0.9730753271565362,1.00691240011548,1.006912426626588,0.973075341928606,0.9730753308664077,0.9730753592525225,0.9716586521290438
7.21875,1.0020655777151823,1.0020656051271253,0.9705837826627004,1.0020655939808645,1.0020656213931307,0.9705837947213958,0.9705837866105824,0.9705838103568887,0.9729088176230931
7.28125,0.9974880345994777,0.9974880621667097,0.9689714312821209,0.9974880508951571,0.9974880784627125,0.9689714406894545,0.9689714353685339,0.968971454458309,0.974386762168443
7.34375,0.9932768271856052,0.993276854213553,0.9681501024609069,0.9932768430885321,0.9932768701167962,0.9681501093127807,0.9681501065855649,0.9681501210745225,0.9760702698031807
7.40625,0.9895113252389454,0.9895113511020313,0.9680331200307393,0.9895113403698499,0.9895113662332324,0.9680331244474054,0.9680331240969764,0.9680331340987607,0.9779376301693219
7.46875,0.9862545197299113,0.9862545438860923,0.9685380697991448,0.9862545337630184,0.9862545579195476,0.9685380719216425,0.9685380737149138,0.9685380793995648,0.9799703460153069
7.53125,0.9835469835602009,0.9835470055612863,0.9695893944037373,0.9835469962330272,0.9835470182343204,0.969589394392731,0.9695893980874466,0.9695893996792222,0.9821408958517992
7.59375,0.9814104732475517,0.9814104927424214,0.9711176852839323,0.981410484362204,0.9814105038569814,0.9711176833200419,0.9711176886660979,0.9711176864460498,0.9844195078569626
7.65625,0.9798456823564674,0.9798456990887754,0.9730593496343154,0.9798456917785288,0.9798457085107177,0.9730593459181911,0.9730593526615685,0.9730593469647602,0.9867682143806249
7.71875,0.9788389302668214,0.9788389440684622,0.9753540077557652,0.9788389379188374,0.9788389517202685,0.9753540025066876,0.975354010391289,0.975354001602394,0.9891520354723795
7.78125,0.9783622413566189,0.9783622521389894,0.9779432849133869,0.9783622472112938,0.9783622579934566,0.9779432783652062,0.977943287137407,0.977943275680758,0.9915354777495295
7.84375,0.9783803819350112,0.978380389679927,0.9807684094749227,0.9783803860065223,0.9783803937512356,0.9807684018712273,0.9807684112819182,0.9807683976109303,0.9938924227915678
7.90625,0.9788504451074118,0.9788504498588164,0.9837698647043176,0.9788504474456392,0.9788504521969781,0.9837698562916195,0.9837698661017775,0.9837698506840376,0.9961999946708104
7.96875,0.9797273503694779,0.9797273522264671,0.9868863441979556,0.9797273510532847,0.9797273529103325,0.9868863352201949,0.9868863452032066,0.9868863285081666,0.9984443650102364
8.03125,0.9809621434140343,0.980962142524552,0.9900558305733718,0.9809621425476678,0.9809621416582619,0.9900558212660151,0.9900558312114072,0.9900558136981559,1.0006115374618076
8.09375,0.9825060996732944,0.9825060962288603,0.993215901136498,0.9825060973817283,0.9825060939373476,0.9932158917230716,0.9932159014367841,0.9932158835457159,1.0026903663584008
8.15625,0.9843083018297918,0.9843082960602132,0.996305747281589,0.9843082982570444,0.9843082924874764,0.9963057379700189,0.9963057472765939,0.9963057294217386,1.0046624204130552
8.21875,0.9863190298036617,0.9863190219722249,0.9992670461186712,0.9863190251085783,0.9863190172770864,0.9992670370994148,0.999267045841318,0.9992670284058391,1.0065048793947327
8.28125,0.988487148418157,0.9884871388164331,1.0020461104512357,0.9884871427724988,0.9884871331708069,1.0020461018948552,1.0020461099344615,1.002046093265534,1.0081825039829226
8.34375,0.9907631909794912,0.9907631799215117,1.0045946825201035,0.9907631845641198,0.9907631735061493,1.0045946745759338,1.0045946817952824,1.0045946662012781,1.0096538648443456
8.40625,0.9930968495850934,0.9930968374007492,1.006871785882435,0.9930968425876987,0.9930968304034007,1.0068717786764658,1.0068717849799356,1.0068717707262245,1.0108687941424748
8.46875,0.9954400465438162,0.9954400335717004,1.008844140846925,0.9954400391544169,0.995440026182365,1.0088441344809205,1.0088441397952863,1.0088441271022184,1.0117801956253984
8.53125,0.9977447868192435,0.9977447733991092,1.0104874612832333,0.9977447792272329,0.9977447658071412,1.0104874558334913,1.0104874601103582,1.0104874491500482,1.01234659587913
8.59375,0.9999664291627077,0.9999664156273838,1.0117862538962363,0.9999664215518642,0.9999664080165775,1.011786249413845,1.0117862526290082,1.011786243524778,1.0125456746004318
8.65625,1.002061967083737,1.00206195375163,1.0127343835874925,1.002061959629172,1.0020619462971094,1.0127343800983866,1.0127343822531323,1.0127343750779154,1.0123750259036015
8.71875,1.003993426412995,1.003993413580794,1.0133341836911285,1.0039934192764814,1.003993406444316,1.0133341811974113,1.0133341823165836,1.0133341770944782,1.0118595696548454
8.78125,1.0057263559248515,1.005726343861248,1.013596340170011,1.0057263492522779,1.0057263371887082,1.0135963386511087,1.0135963387827793,1.0135963354898898,1.0110444437620316
8.84375,1.007233061711709,1.0072330506519283,1.013538476741079,1.0072330556293405,1.0072330445696185,1.0135384761562953,1.0135384753682928,1.0135384739363822,1.0099941466149573
8.90625,1.0084909793155035,1.0084909694572364,1.0131846197765135,1.0084909739286818,1.0084909640704662,1.0131846200669372,1.013184618445198,1.0131846187650027,1.0087798319678853
8.96875,1.00948544804546,1.0094854395458324,1.012563592028286,1.0094854434361764,1.0094854349365665,1.0125635931195518,1.012563590763584,1.0125635926908245,1.0074757433240222
9.03125,1.0102077238607183,1.010207716834575,1.0117084283689444,1.0102077200876103,1.0102077130614724,1.011708430173659,1.0117084271937813,1.0117084305545312,1.0061476061341637
9.09375,1.0106571543776646,1.0106571488970655,1.0106549263294973,1.01065715147503,1.0106571459944238,1.0106549287499433,1.0106549252631467,1.0106549298605216,1.0048521705175446
9.15625,1.0108387871453743,1.0108387832402386,1.00944127020923,1.010838785124486,1.0108387812193467,1.009441273139391,1.0094412692669614,1.0094412748870987,1.0036303382726786
9.21875,1.010764992784937,1.0107649904448142,1.0081068334707837,1.0107649916344243,1.0107649892942838,1.0081068367991897,1.0081068326629854,1.0081068390819432,1.0025110424567956
9.28125,1.010452768374364,1.0104527675510848,1.0066919073344707,1.0104527680625317,1.0104527672392063,1.0066919109462482,1.0066919066669797,1.0066919136566455,1.0015083425288722
9.34375,1.009924946962542,1.009924947573726,1.0052364725828689,1.0099249474387655,1.009924948049889,1.005236476362903,1.005236472056687,1.0052364793917121,1.0006277223973967
9.40625,1.0092073421205754,1.0092073440539906,1.0037796768894687,1.0092073433185238,1.009207345251891,1.0037796807253017,1.0037796765018356,1.0037796839653588,0.9998648029530557
9.46875,1.0083297013130448,1.0083297044313948,1.002358302522321,1.008329703152837,1.008329706271148,1.0023583063079577,1.00235830226692,1.002358309657243,0.9992118878168625
9.53125,1.0073228438365511,1.007322847982696,1.001005957770694,1.0073228462283197,1.0073228503744076,1.001005961409895,1.0010059576388954,1.0010059647744995,0.9986565550472548
9.59375,1.0062195160153422,1.0062195210176927,0.9997515122894214,1.0062195188616592,1.0062195238639635,0.9997515156992485,0.9997515122706204,0.9997515189952964,0.9981872919433812
9.65625,1.0050516689834676,1.0050516746614644,0.9986185320265584,1.0050516721829972,1.0050516778609548,0.9986185351394035,0.9986185321093437,0.9986185382947461,0.9977913006862948
9.71875,1.003851358714149,1.003851364883623,0.9976243063818906,1.0038513621639975,1.0038513683334465,0.9976243091472767,0.9976243065541475,0.9976243121019337,0.9974589935334564
9.78125,1.0026482799087244,1.0026482863869326,0.9967800561841678,1.0026482835077495,1.0026482899859346,0.9967800585685325,0.9967800564339484,0.9967800612751105,0.9971810516663311
9.84375,1.0014708065388316,1.0014708131489858,0.9960908344461537,1.0014708101895096,1.001470816799653,0.9960908364323231,0.9960908347615103,0.9960908388553129,0.9969520131975997
9.90625,1.0003438348376132,1.0003438414129988,0.995556492682244,1.0003438384488366,1.000343845024231,0.9955564942673973,0.9955564930518115,0.995556496382612,0.9967668757530461
